,Region,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Cost,Total Cost,Total Profit,year
1146,Europe,Personal Care,Offline,C,14-03-2010,938209950,16-03-2010,6028,56.67,341606.76,151061.68,2010
1147,Sub-Saharan Africa,Fruits,Online,M,19-02-2015,804650962,20-03-2015,2956,6.92,20455.52,7123.96,2015
1148,Europe,Clothes,Offline,H,27-09-2016,747955071,25-10-2016,5382,35.84,192890.88,395254.08,2016
1149,Sub-Saharan Africa,Vegetables,Offline,C,24-10-2012,202546107,10-11-2012,6749,90.93,613686.57,426064.37,2012
1150,Europe,Clothes,Offline,L,14-05-2017,923160398,15-06-2017,2531,35.84,90711.04,185876.64,2017
1151,Sub-Saharan Africa,Fruits,Online,C,25-05-2011,234846770,06-07-2011,5233,6.92,36212.36,12611.53,2011
1152,Australia and Oceania,Office Supplies,Offline,L,29-10-2014,482966554,28-11-2014,9391,524.96,4929899.36,1185613.75,2014
1153,Asia,Fruits,Online,L,30-07-2014,483193576,18-08-2014,6572,6.92,45478.24,15838.52,2014
1154,Asia,Vegetables,Online,C,07-10-2013,471514165,23-11-2013,374,90.93,34007.82,23610.62,2013
1155,Europe,Office Supplies,Online,H,20-10-2012,754227149,24-11-2012,1429,524.96,750167.84,180411.25,2012
1156,Europe,Baby Food,Offline,L,24-02-2013,357943856,17-03-2013,2396,159.42,381970.32,229680.56,2013
1157,Sub-Saharan Africa,Personal Care,Offline,H,23-07-2013,179588115,23-08-2013,2969,56.67,168253.23,74403.14,2013
1158,Asia,Meat,Offline,H,02-11-2013,736396253,05-11-2013,4870,364.69,1776040.3,278564,2013
1159,Europe,Cosmetics,Online,M,28-01-2011,815917098,13-02-2011,6856,263.33,1805390.48,1192052.72,2011
1160,Europe,Clothes,Offline,L,02-01-2011,626011979,11-01-2011,9711,35.84,348042.24,713175.84,2011
1161,North America,Personal Care,Offline,L,16-08-2016,444854724,26-08-2016,1253,56.67,71007.51,31400.18,2016
1162,Sub-Saharan Africa,Meat,Offline,L,13-11-2016,170931661,25-11-2016,1332,364.69,485767.08,76190.4,2016
1163,Australia and Oceania,Household,Online,M,29-01-2013,673041617,15-03-2013,6826,502.54,3430338.04,1131272.98,2013
1164,Europe,Baby Food,Online,M,01-04-2015,640295922,03-04-2015,6647,159.42,1059664.74,637181.42,2015
1165,Central America and the Caribbean,Vegetables,Offline,H,30-06-2015,632118403,15-07-2015,6737,90.93,612595.41,425306.81,2015
1166,Sub-Saharan Africa,Office Supplies,Online,L,29-07-2014,828245389,27-08-2014,5071,524.96,2662072.16,640213.75,2014
1167,Sub-Saharan Africa,Cereal,Offline,M,12-07-2010,578725707,09-08-2010,6652,117.11,779015.72,589300.68,2010
1168,Europe,Snacks,Online,C,11-01-2010,653920686,18-01-2010,8517,97.44,829896.48,469627.38,2010
1169,Europe,Fruits,Online,M,10-01-2017,994504153,13-01-2017,4734,6.92,32759.28,11408.94,2017
1170,Asia,Household,Online,C,28-10-2013,261462438,10-11-2013,1400,502.54,703556,232022,2013
1171,Sub-Saharan Africa,Household,Online,M,15-04-2010,786094367,08-05-2010,1647,502.54,827683.38,272957.31,2010
1172,Europe,Meat,Offline,M,09-05-2017,920011270,12-06-2017,634,364.69,231213.46,36264.8,2017
1173,North America,Vegetables,Offline,C,09-12-2012,885136973,11-01-2013,555,90.93,50466.15,35037.15,2012
1174,Europe,Vegetables,Online,M,25-11-2013,523707807,16-12-2013,5633,90.93,512208.69,355611.29,2013
1175,Sub-Saharan Africa,Household,Offline,M,24-08-2011,648272597,02-10-2011,7122,502.54,3579089.88,1180329.06,2011
1176,Europe,Fruits,Online,L,17-10-2013,791692674,24-11-2013,8310,6.92,57505.2,20027.1,2013
1177,Middle East and North Africa,Baby Food,Offline,M,05-02-2010,557141864,16-02-2010,9513,159.42,1516562.46,911916.18,2010
1178,Sub-Saharan Africa,Household,Online,M,06-02-2014,968106496,17-02-2014,3080,502.54,1547823.2,510448.4,2014
1179,Middle East and North Africa,Fruits,Offline,M,22-11-2013,418385398,24-12-2013,8392,6.92,58072.64,20224.72,2013
1180,Sub-Saharan Africa,Fruits,Online,C,14-10-2013,522089898,11-11-2013,6858,6.92,47457.36,16527.78,2013
1181,Sub-Saharan Africa,Vegetables,Online,L,14-05-2015,263643825,29-06-2015,6921,90.93,629326.53,436922.73,2015
1182,Asia,Baby Food,Offline,C,16-09-2013,947783505,27-10-2013,9056,159.42,1443707.52,868108.16,2013
1183,Middle East and North Africa,Household,Offline,L,26-04-2016,349557769,06-05-2016,767,502.54,385448.18,127114.91,2016
1184,Middle East and North Africa,Clothes,Offline,H,14-08-2016,364327943,26-08-2016,1589,35.84,56949.76,116696.16,2016
1185,Sub-Saharan Africa,Personal Care,Online,M,18-11-2012,257767856,03-01-2013,8092,56.67,458573.64,202785.52,2012
1186,Europe,Vegetables,Online,C,07-01-2012,715863835,26-01-2012,8872,90.93,806730.96,560089.36,2012
1187,Europe,Cosmetics,Offline,C,23-08-2010,694914710,25-09-2010,9560,263.33,2517434.8,1662197.2,2010
1188,Sub-Saharan Africa,Baby Food,Offline,M,04-01-2014,571531808,22-02-2014,7818,159.42,1246345.56,749433.48,2014
1189,Central America and the Caribbean,Cereal,Online,C,31-01-2017,792638957,17-02-2017,8336,117.11,976228.96,738486.24,2017
1190,Europe,Baby Food,Online,M,21-11-2015,525472486,23-11-2015,7840,159.42,1249852.8,751542.4,2015
1191,Sub-Saharan Africa,Snacks,Offline,H,19-04-2011,807581222,25-04-2011,85,97.44,8282.4,4686.9,2011
1192,Europe,Fruits,Online,L,28-10-2012,496826493,11-12-2012,855,6.92,5916.6,2060.55,2012
1193,Central America and the Caribbean,Snacks,Online,C,14-02-2012,321382129,04-03-2012,2969,97.44,289299.36,163710.66,2012
1194,Middle East and North Africa,Fruits,Online,M,15-01-2017,629734456,06-03-2017,1274,6.92,8816.08,3070.34,2017
1195,Europe,Cereal,Online,L,01-01-2010,940682303,09-02-2010,7652,117.11,896125.72,677890.68,2010
1196,Australia and Oceania,Personal Care,Offline,C,08-05-2012,393336999,14-05-2012,6014,56.67,340813.38,150710.84,2012
1197,Middle East and North Africa,Fruits,Offline,C,04-06-2012,897122371,13-06-2012,7300,6.92,50516,17593,2012
1198,Europe,Fruits,Offline,C,06-10-2014,381774747,23-10-2014,4486,6.92,31043.12,10811.26,2014
1199,Middle East and North Africa,Baby Food,Online,M,14-08-2013,447342956,21-09-2013,7576,159.42,1207765.92,726235.36,2013
1200,Asia,Vegetables,Online,M,18-11-2011,514188325,02-01-2012,8607,90.93,782634.51,543359.91,2011
1201,Sub-Saharan Africa,Meat,Online,H,14-04-2017,972984683,30-05-2017,6644,364.69,2423000.36,380036.8,2017
1202,Europe,Vegetables,Online,H,02-12-2015,934718358,16-12-2015,2789,90.93,253603.77,176069.57,2015
1203,Sub-Saharan Africa,Snacks,Offline,M,12-11-2013,480688178,24-11-2013,5169,97.44,503667.36,285018.66,2013
1204,Middle East and North Africa,Household,Online,C,13-09-2010,212505471,28-09-2010,3946,502.54,1983022.84,653970.58,2010
1205,Australia and Oceania,Clothes,Online,M,05-11-2010,802094066,10-12-2010,6313,35.84,226257.92,463626.72,2010
1206,Europe,Meat,Offline,C,23-03-2012,741690289,10-05-2012,1494,364.69,544846.86,85456.8,2012
1207,Europe,Clothes,Offline,L,12-01-2010,393842971,31-01-2010,5742,35.84,205793.28,421692.48,2010
1208,Central America and the Caribbean,Snacks,Online,M,04-09-2015,641413438,30-09-2015,7345,97.44,715696.8,405003.3,2015
1209,Sub-Saharan Africa,Cosmetics,Offline,M,13-02-2015,637575519,21-03-2015,1619,263.33,426331.27,281495.53,2015
1210,Asia,Cosmetics,Offline,M,18-07-2010,955815541,13-08-2010,5914,263.33,1557333.62,1028267.18,2010
1211,Sub-Saharan Africa,Cereal,Online,H,21-07-2016,439932334,06-08-2016,4609,117.11,539759.99,408311.31,2016
1212,Sub-Saharan Africa,Baby Food,Offline,H,12-12-2010,254037225,18-01-2011,4115,159.42,656013.3,394463.9,2010
1213,Australia and Oceania,Cosmetics,Online,M,31-03-2014,732554042,05-04-2014,7875,263.33,2073723.75,1369226.25,2014
1214,Sub-Saharan Africa,Office Supplies,Online,M,03-03-2010,930219113,10-03-2010,1362,524.96,714995.52,171952.5,2010
1215,Sub-Saharan Africa,Beverages,Online,H,01-01-2010,872081267,12-01-2010,7081,31.79,225104.99,110888.46,2010
1216,Middle East and North Africa,Office Supplies,Offline,H,16-12-2010,203501832,18-12-2010,9569,524.96,5023342.24,1208086.25,2010
1217,Sub-Saharan Africa,Clothes,Online,L,03-02-2015,440154635,06-02-2015,393,35.84,14085.12,28861.92,2015
1218,Sub-Saharan Africa,Personal Care,Online,M,21-05-2010,918026006,09-07-2010,3151,56.67,178567.17,78964.06,2010
1219,Europe,Household,Offline,H,21-05-2012,143414771,03-06-2012,8473,502.54,4258021.42,1404230.29,2012
1220,Asia,Vegetables,Offline,M,28-12-2014,742932260,30-01-2015,9020,90.93,820188.6,569432.6,2014
1221,Central America and the Caribbean,Vegetables,Offline,L,10-12-2016,913502299,14-01-2017,4485,90.93,407821.05,283138.05,2016
1222,Europe,Snacks,Offline,C,26-06-2010,272361218,03-07-2010,6592,97.44,642324.48,363482.88,2010
1223,Central America and the Caribbean,Vegetables,Offline,C,04-06-2015,307057845,02-07-2015,4095,90.93,372358.35,258517.35,2015
1224,Asia,Beverages,Online,C,07-10-2014,325453507,12-11-2014,7780,31.79,247326.2,121834.8,2014
1225,Sub-Saharan Africa,Baby Food,Online,L,10-07-2011,605722033,20-07-2011,5465,159.42,871230.3,523874.9,2011
1226,Europe,Vegetables,Online,M,01-05-2017,146349751,13-06-2017,6999,90.93,636419.07,441846.87,2017
1227,Asia,Fruits,Online,C,30-10-2010,716135489,13-11-2010,9260,6.92,64079.2,22316.6,2010
1228,Europe,Meat,Offline,C,22-02-2017,104190576,12-03-2017,1162,364.69,423769.78,66466.4,2017
1229,Asia,Baby Food,Offline,M,04-04-2013,669938838,10-05-2013,8645,159.42,1378185.9,828709.7,2013
1230,Australia and Oceania,Office Supplies,Offline,L,26-01-2015,793116605,07-02-2015,9683,524.96,5083187.68,1222478.75,2015
1231,Asia,Household,Offline,M,15-01-2013,723772704,15-02-2013,9282,502.54,4664576.28,1538305.86,2013
1232,Europe,Cereal,Online,C,06-11-2013,332268464,14-12-2013,4477,117.11,524301.47,396617.43,2013
1233,Europe,Meat,Online,M,15-11-2013,459277713,04-12-2013,9336,364.69,3404745.84,534019.2,2013
1234,Europe,Fruits,Offline,L,24-07-2010,665786778,15-08-2010,9958,6.92,68909.36,23998.78,2010
1235,Asia,Household,Online,M,10-10-2013,583094489,13-11-2013,9472,502.54,4760058.88,1569794.56,2013
1236,Sub-Saharan Africa,Cereal,Offline,M,27-09-2011,362812173,30-09-2011,3039,117.11,355897.29,269225.01,2011
1237,Central America and the Caribbean,Snacks,Online,C,28-08-2012,226863658,16-09-2012,2853,97.44,277996.32,157314.42,2012
1238,Europe,Baby Food,Online,L,01-09-2010,917485272,03-10-2010,3136,159.42,499941.12,300616.96,2010
1239,Europe,Personal Care,Offline,L,28-04-2012,547225844,30-05-2012,5143,56.67,291453.81,128883.58,2012
1240,Sub-Saharan Africa,Household,Offline,M,06-02-2010,448946702,28-02-2010,2161,502.54,1085988.94,358142.53,2010
1241,Sub-Saharan Africa,Cosmetics,Online,H,21-06-2016,225821673,03-08-2016,4506,263.33,1186564.98,783458.22,2016
1242,Asia,Beverages,Online,L,06-09-2014,901337087,25-10-2014,4529,31.79,143976.91,70924.14,2014
1243,Europe,Household,Offline,L,19-07-2015,869291770,21-08-2015,1607,502.54,807581.78,266328.11,2015
1244,Central America and the Caribbean,Baby Food,Offline,L,20-10-2015,843797051,21-10-2015,7153,159.42,1140331.26,685686.58,2015
1245,Europe,Clothes,Offline,L,12-01-2017,709276759,01-03-2017,9610,35.84,344422.4,705758.4,2017
1246,Asia,Fruits,Online,M,27-04-2014,870467221,28-05-2014,9449,6.92,65387.08,22772.09,2014
1247,Sub-Saharan Africa,Baby Food,Online,M,01-03-2015,902417266,15-04-2015,4178,159.42,666056.76,400503.08,2015
1248,Australia and Oceania,Office Supplies,Offline,M,26-12-2012,900488221,14-02-2013,3330,524.96,1748116.8,420412.5,2012
1249,Asia,Clothes,Online,H,19-08-2013,130353915,01-10-2013,3475,35.84,124544,255204,2013
1250,Sub-Saharan Africa,Cosmetics,Offline,H,11-06-2016,178000676,16-07-2016,3210,263.33,845289.3,558122.7,2016
1251,Sub-Saharan Africa,Beverages,Online,L,18-06-2010,899727332,13-07-2010,8166,31.79,259597.14,127879.56,2010
1252,Asia,Baby Food,Offline,C,01-02-2016,872145211,26-02-2016,6004,159.42,957157.68,575543.44,2016
1253,Sub-Saharan Africa,Office Supplies,Online,C,18-02-2013,542178142,26-03-2013,1415,524.96,742818.4,178643.75,2013
1254,Europe,Beverages,Online,C,09-10-2012,877062451,29-10-2012,1124,31.79,35731.96,17601.84,2012
1255,Sub-Saharan Africa,Personal Care,Offline,M,18-11-2015,214346969,20-12-2015,8886,56.67,503569.62,222683.16,2015
1256,Europe,Baby Food,Online,L,28-10-2016,111893022,02-12-2016,486,159.42,77478.12,46587.96,2016
1257,Europe,Beverages,Online,M,29-10-2014,397874438,01-12-2014,8743,31.79,277939.97,136915.38,2014
1258,Europe,Clothes,Offline,C,02-03-2010,520777547,15-04-2010,8504,35.84,304783.36,624533.76,2010
1259,Asia,Fruits,Offline,C,24-07-2015,899401175,15-08-2015,1649,6.92,11411.08,3974.09,2015
1260,Europe,Household,Online,C,27-06-2014,672856652,03-08-2014,2091,502.54,1050811.14,346541.43,2014
1261,Middle East and North Africa,Meat,Offline,L,04-06-2010,850567805,18-07-2010,770,364.69,280811.3,44044,2010
1262,Middle East and North Africa,Snacks,Online,L,29-06-2015,262270963,12-07-2015,661,97.44,64407.84,36447.54,2015
1263,Middle East and North Africa,Cereal,Offline,H,14-05-2016,508014953,18-05-2016,1769,117.11,207167.59,156715.71,2016
1264,Central America and the Caribbean,Fruits,Offline,C,09-12-2015,108161103,17-01-2016,6129,6.92,42412.68,14770.89,2015
1265,Europe,Office Supplies,Online,L,15-05-2014,353383243,09-06-2014,2809,524.96,1474612.64,354636.25,2014
1266,Europe,Office Supplies,Offline,L,21-11-2012,354667699,29-12-2012,2908,524.96,1526583.68,367135,2012
1267,North America,Vegetables,Offline,C,07-01-2010,193313300,13-02-2010,4556,90.93,414277.08,287620.28,2010
1268,Asia,Beverages,Online,M,22-11-2012,470931375,10-01-2013,7914,31.79,251586.06,123933.24,2012
1269,North America,Snacks,Offline,M,19-10-2010,959445750,23-11-2010,173,97.44,16857.12,9539.22,2010
1270,Asia,Clothes,Online,C,19-10-2016,151092755,11-11-2016,559,35.84,20034.56,41052.96,2016
1271,North America,Fruits,Online,L,12-12-2010,208421218,08-01-2011,5325,6.92,36849,12833.25,2010
1272,Europe,Snacks,Online,L,20-03-2012,214292466,13-04-2012,2758,97.44,268739.52,152076.12,2012
1273,Asia,Baby Food,Online,L,26-02-2014,221880328,30-03-2014,8175,159.42,1303258.5,783655.5,2014
1274,Australia and Oceania,Beverages,Online,H,13-05-2011,804671132,10-06-2011,8924,31.79,283693.96,139749.84,2011
1275,Central America and the Caribbean,Cereal,Online,H,14-11-2010,806463706,16-12-2010,9387,117.11,1099311.57,831594.33,2010
1276,Middle East and North Africa,Vegetables,Offline,M,14-03-2013,491369378,06-04-2013,5973,90.93,543124.89,377075.49,2013
1277,Middle East and North Africa,Cosmetics,Online,C,25-02-2016,193811976,18-03-2016,2126,263.33,559839.58,369647.62,2016
1278,Middle East and North Africa,Vegetables,Offline,L,06-01-2011,768527829,17-01-2011,3318,90.93,301705.74,209465.34,2011
1279,Asia,Beverages,Online,M,27-08-2016,440565764,06-09-2016,2055,31.79,65328.45,32181.3,2016
1280,Europe,Household,Offline,H,18-02-2015,655287110,22-02-2015,2873,502.54,1443797.42,476142.29,2015
1281,Central America and the Caribbean,Meat,Online,H,30-01-2016,228365695,14-02-2016,7339,364.69,2676459.91,419790.8,2016
1282,Europe,Baby Food,Online,H,18-01-2015,295787847,16-02-2015,9052,159.42,1443069.84,867724.72,2015
1283,Europe,Baby Food,Offline,L,10-06-2012,263852393,29-06-2012,8641,159.42,1377548.22,828326.26,2012
1284,Sub-Saharan Africa,Beverages,Offline,M,20-04-2017,959170663,14-05-2017,8769,31.79,278766.51,137322.54,2017
1285,Europe,Fruits,Offline,H,24-03-2013,578666484,11-04-2013,9127,6.92,63158.84,21996.07,2013
1286,Sub-Saharan Africa,Vegetables,Online,H,07-03-2015,539576184,16-04-2015,1438,90.93,130757.34,90780.94,2015
1287,Australia and Oceania,Household,Offline,L,01-09-2012,529448592,18-09-2012,4459,502.54,2240825.86,738990.07,2012
1288,Sub-Saharan Africa,Vegetables,Online,L,06-06-2011,756145036,17-07-2011,8974,90.93,816005.82,566528.62,2011
1289,Europe,Personal Care,Offline,C,18-06-2014,597839343,26-07-2014,2802,56.67,158789.34,70218.12,2014
1290,Australia and Oceania,Office Supplies,Offline,M,11-09-2010,853017842,12-09-2010,5790,524.96,3039518.4,730987.5,2010
1291,Middle East and North Africa,Baby Food,Offline,L,16-08-2016,590479362,28-08-2016,4820,159.42,768404.4,462045.2,2016
1292,Europe,Cosmetics,Offline,M,12-12-2011,299335229,24-12-2011,8801,263.33,2317567.33,1530229.87,2011
1293,Central America and the Caribbean,Clothes,Online,C,01-07-2011,539009273,04-08-2011,3677,35.84,131783.68,270038.88,2011
1294,Middle East and North Africa,Personal Care,Online,H,13-01-2016,589237821,04-02-2016,7420,56.67,420491.4,185945.2,2016
1295,Europe,Vegetables,Offline,L,10-01-2016,700069701,21-01-2016,5037,90.93,458014.41,317985.81,2016
1296,Europe,Household,Online,H,28-07-2010,741866242,13-09-2010,3562,502.54,1790047.48,590330.26,2010
1297,Central America and the Caribbean,Cereal,Offline,L,12-03-2011,655301272,25-03-2011,7064,117.11,827265.04,625799.76,2011
1298,Australia and Oceania,Beverages,Online,C,05-05-2015,901361119,14-05-2015,1640,31.79,52135.6,25682.4,2015
1299,Europe,Snacks,Offline,L,01-03-2010,211344611,23-03-2010,422,97.44,41119.68,23269.08,2010
1300,Middle East and North Africa,Beverages,Online,L,02-03-2014,536863076,02-03-2014,8569,31.79,272408.51,134190.54,2014
1301,Sub-Saharan Africa,Personal Care,Online,M,05-11-2012,299840342,08-12-2012,8275,56.67,468944.25,207371.5,2012
1302,Central America and the Caribbean,Clothes,Offline,H,24-06-2015,242512738,15-07-2015,3763,35.84,134865.92,276354.72,2015
1303,Australia and Oceania,Clothes,Online,M,22-06-2013,277429091,25-06-2013,6288,35.84,225361.92,461790.72,2013
1304,Asia,Vegetables,Offline,H,15-06-2014,837450730,19-07-2014,9136,90.93,830736.48,576755.68,2014
1305,Europe,Personal Care,Offline,H,29-09-2015,625751483,01-10-2015,2624,56.67,148702.08,65757.44,2015
1306,Europe,Fruits,Online,C,26-09-2015,665817677,10-10-2015,9102,6.92,62985.84,21935.82,2015
1307,Australia and Oceania,Fruits,Online,M,06-02-2010,251448142,18-02-2010,7948,6.92,55000.16,19154.68,2010
1308,Europe,Baby Food,Offline,L,20-09-2010,996754205,22-09-2010,574,159.42,91507.08,55023.64,2010
1309,Middle East and North Africa,Vegetables,Offline,H,08-08-2011,986159694,06-09-2011,5423,90.93,493113.39,342353.99,2011
1310,Asia,Household,Offline,H,28-05-2015,624400937,16-07-2015,2968,502.54,1491538.72,491886.64,2015
1311,Central America and the Caribbean,Personal Care,Offline,M,24-06-2014,386526763,01-07-2014,713,56.67,40405.71,17867.78,2014
1312,Sub-Saharan Africa,Cosmetics,Online,H,25-05-2017,367898499,09-06-2017,8196,263.33,2158252.68,1425038.52,2017
1313,Europe,Cereal,Online,H,10-11-2014,734189975,29-11-2014,1984,117.11,232346.24,175762.56,2014
1314,Sub-Saharan Africa,Cosmetics,Offline,L,09-10-2013,371387517,08-11-2013,674,263.33,177484.42,117188.38,2013
1315,Europe,Beverages,Online,L,03-10-2010,935789954,18-11-2010,9898,31.79,314657.42,155002.68,2010
1316,Europe,Cereal,Online,M,23-01-2011,104008615,22-02-2011,7315,117.11,856659.65,648035.85,2011
1317,Europe,Beverages,Online,H,24-03-2017,122967326,25-04-2017,7619,31.79,242208.01,119313.54,2017
1318,Middle East and North Africa,Baby Food,Online,C,17-02-2010,159902417,05-03-2010,7533,159.42,1200910.86,722113.38,2010
1319,North America,Meat,Offline,C,12-05-2013,352362716,16-06-2013,813,364.69,296492.97,46503.6,2013
1320,Sub-Saharan Africa,Beverages,Online,C,21-09-2013,458209550,24-09-2013,3243,31.79,103094.97,50785.38,2013
1321,Europe,Cereal,Offline,M,06-06-2010,305616748,01-07-2010,7642,117.11,894954.62,677004.78,2010
1322,Europe,Office Supplies,Offline,M,05-05-2011,243070638,22-05-2011,8858,524.96,4650095.68,1118322.5,2011
1323,Sub-Saharan Africa,Personal Care,Offline,M,07-01-2014,689370048,10-02-2014,8771,56.67,497052.57,219801.26,2014
1324,Middle East and North Africa,Beverages,Offline,H,03-02-2017,783626306,20-03-2017,1293,31.79,41104.47,20248.38,2017
1325,Middle East and North Africa,Beverages,Offline,C,21-06-2016,635263240,27-06-2016,7364,31.79,234101.56,115320.24,2016
1326,Australia and Oceania,Personal Care,Offline,L,11-09-2016,874017179,19-10-2016,9961,56.67,564489.87,249622.66,2016
1327,Middle East and North Africa,Office Supplies,Online,H,07-01-2012,399936950,26-02-2012,9086,524.96,4769786.56,1147107.5,2012
1328,Middle East and North Africa,Vegetables,Online,C,23-11-2012,433383882,04-12-2012,6776,90.93,616141.68,427768.88,2012
