,Region,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Cost,Total Revenue,Total Cost,Total Profit,year
1073,Asia,Cosmetics,Offline,C,18-12-2016,805937564,07-01-2017,3690,263.33,1613268,971687.7,641580.3,2016
1074,Sub-Saharan Africa,Personal Care,Online,C,27-10-2015,688569676,29-10-2015,1924,56.67,157248.52,109033.08,48215.44,2015
1075,Europe,Cosmetics,Online,H,30-05-2015,549187934,17-07-2015,5769,263.33,2522206.8,1519150.77,1003056.03,2015
1076,Europe,Clothes,Online,M,22-04-2015,989403665,25-05-2015,5386,35.84,588582.08,193034.24,395547.84,2015
1077,Australia and Oceania,Baby Food,Online,C,11-05-2012,881140697,29-05-2012,7968,159.42,2034071.04,1270258.56,763812.48,2012
1078,Europe,Household,Online,H,25-01-2012,516635358,26-02-2012,2738,502.54,1829723.26,1375954.52,453768.74,2012
1079,North America,Fruits,Online,M,12-03-2017,258436477,20-04-2017,5951,6.92,55522.83,41180.92,14341.91,2017
1080,Australia and Oceania,Fruits,Offline,C,07-06-2016,989405381,22-06-2016,5894,6.92,54991.02,40786.48,14204.54,2016
1081,Sub-Saharan Africa,Cosmetics,Offline,M,23-11-2010,962715899,21-12-2010,7883,263.33,3446447.6,2075830.39,1370617.21,2010
1082,Sub-Saharan Africa,Cosmetics,Offline,C,30-04-2010,751854360,07-05-2010,9268,263.33,4051969.6,2440542.44,1611427.16,2010
1083,Asia,Household,Online,H,11-03-2014,100619590,31-03-2014,4427,502.54,2958431.29,2224744.58,733686.71,2014
1084,Europe,Clothes,Offline,M,08-06-2015,173122918,25-07-2015,9773,35.84,1067993.44,350264.32,717729.12,2015
1085,Sub-Saharan Africa,Household,Offline,C,09-11-2011,403788173,16-11-2011,8748,502.54,5846025.96,4396219.92,1449806.04,2011
1086,Sub-Saharan Africa,Fruits,Online,M,19-06-2017,747351682,24-07-2017,6825,6.92,63677.25,47229,16448.25,2017
1087,Sub-Saharan Africa,Household,Online,H,05-04-2013,328862273,24-05-2013,6510,502.54,4350437.7,3271535.4,1078902.3,2013
1088,Sub-Saharan Africa,Personal Care,Online,M,07-08-2011,593681275,11-09-2011,2337,56.67,191003.01,132437.79,58565.22,2011
1089,Europe,Beverages,Online,C,14-07-2014,357482516,28-07-2014,5875,31.79,278768.75,186766.25,92002.5,2014
1090,Europe,Fruits,Online,L,18-01-2010,756252324,09-02-2010,723,6.92,6745.59,5003.16,1742.43,2010
1091,North America,Office Supplies,Online,M,10-09-2013,296289527,14-10-2013,7510,524.96,4890587.1,3942449.6,948137.5,2013
1092,Sub-Saharan Africa,Snacks,Online,M,14-10-2011,704205453,20-11-2011,8897,97.44,1357504.26,866923.68,490580.58,2011
1093,Asia,Cereal,Offline,M,25-08-2010,176923930,30-08-2010,4577,117.11,941488.9,536012.47,405476.43,2010
1094,Sub-Saharan Africa,Vegetables,Online,M,02-02-2010,131681287,02-03-2010,6274,90.93,966572.44,570494.82,396077.62,2010
1095,Middle East and North Africa,Fruits,Online,C,11-10-2014,256026351,13-11-2014,2742,6.92,25582.86,18974.64,6608.22,2014
1096,Sub-Saharan Africa,Snacks,Offline,L,16-04-2015,757820451,26-04-2015,4767,97.44,727348.86,464496.48,262852.38,2015
1097,Middle East and North Africa,Vegetables,Offline,H,19-08-2014,115237414,27-09-2014,167,90.93,25728.02,15185.31,10542.71,2014
1098,Europe,Clothes,Offline,H,16-11-2016,926763570,25-11-2016,8790,35.84,960571.2,315033.6,645537.6,2016
1099,Australia and Oceania,Fruits,Online,H,21-10-2015,461197745,24-10-2015,7517,6.92,70133.61,52017.64,18115.97,2015
1100,Europe,Household,Online,M,28-10-2013,107651269,11-11-2013,5258,502.54,3513763.66,2642355.32,871408.34,2013
1101,Europe,Beverages,Online,H,19-08-2010,425547969,11-09-2010,7955,31.79,377464.75,252889.45,124575.3,2010
1102,Central America and the Caribbean,Household,Offline,C,22-07-2014,694624173,16-08-2014,3584,502.54,2395079.68,1801103.36,593976.32,2014
1103,Europe,Clothes,Offline,L,24-01-2016,264928710,27-01-2016,7147,35.84,781024.16,256148.48,524875.68,2016
1104,North America,Household,Online,M,03-04-2014,806822907,08-04-2014,5683,502.54,3797778.41,2855934.82,941843.59,2014
1105,Central America and the Caribbean,Cereal,Offline,C,29-01-2013,460980594,13-02-2013,3257,117.11,669964.9,381427.27,288537.63,2013
1106,Sub-Saharan Africa,Vegetables,Online,H,24-07-2017,588388097,25-08-2017,5968,90.93,919430.08,542670.24,376759.84,2017
1107,Sub-Saharan Africa,Beverages,Offline,L,05-11-2014,820344245,16-12-2014,6947,31.79,329635.15,220845.13,108790.02,2014
1108,Australia and Oceania,Baby Food,Online,L,14-11-2015,408460366,27-12-2015,1354,159.42,345649.12,215854.68,129794.44,2015
1109,North America,Baby Food,Offline,H,12-09-2013,474660289,06-10-2013,1382,159.42,352796.96,220318.44,132478.52,2013
1110,Europe,Beverages,Offline,L,13-01-2010,861180341,20-02-2010,1255,31.79,59549.75,39896.45,19653.3,2010
1111,Europe,Beverages,Offline,M,10-06-2011,580569350,03-07-2011,2227,31.79,105671.15,70796.33,34874.82,2011
1112,Australia and Oceania,Beverages,Offline,M,21-05-2010,965688645,23-06-2010,7585,31.79,359908.25,241127.15,118781.1,2010
1113,Central America and the Caribbean,Beverages,Offline,C,10-10-2011,719712054,17-10-2011,7645,31.79,362755.25,243034.55,119720.7,2011
1114,Central America and the Caribbean,Household,Online,L,28-12-2013,866125905,29-12-2013,4757,502.54,3178960.39,2390582.78,788377.61,2013
1115,Sub-Saharan Africa,Cereal,Offline,M,17-09-2012,698729026,25-09-2012,8301,117.11,1707515.7,972130.11,735385.59,2012
1116,Asia,Household,Online,L,29-03-2012,931632745,02-05-2012,9687,502.54,6473531.49,4868104.98,1605426.51,2012
1117,Asia,Cereal,Offline,H,03-03-2014,549260890,25-03-2014,7358,117.11,1513540.6,861695.38,651845.22,2014
1118,Middle East and North Africa,Beverages,Online,C,27-07-2013,856349790,26-08-2013,1788,31.79,84840.6,56840.52,28000.08,2013
1119,Central America and the Caribbean,Personal Care,Offline,H,17-05-2010,527948272,21-05-2010,481,56.67,39312.13,27258.27,12053.86,2010
1120,Europe,Vegetables,Offline,M,25-02-2013,559417665,28-02-2013,2973,90.93,458020.38,270334.89,187685.49,2013
1121,Central America and the Caribbean,Household,Online,C,08-08-2012,216431796,03-09-2012,5833,502.54,3898018.91,2931315.82,966703.09,2012
1122,Europe,Household,Online,C,21-08-2015,184976994,21-09-2015,7658,502.54,5117611.66,3848451.32,1269160.34,2015
1123,Sub-Saharan Africa,Personal Care,Offline,M,18-04-2011,321352088,06-05-2011,4079,56.67,333376.67,231156.93,102219.74,2011
1124,Sub-Saharan Africa,Fruits,Offline,M,29-05-2012,102168405,29-05-2012,2756,6.92,25713.48,19071.52,6641.96,2012
1125,Europe,Beverages,Online,M,08-12-2013,874349772,04-01-2014,8383,31.79,397773.35,266495.57,131277.78,2013
1126,Central America and the Caribbean,Vegetables,Online,H,27-11-2011,905132520,09-12-2011,7681,90.93,1183334.86,698433.33,484901.53,2011
1127,Middle East and North Africa,Vegetables,Offline,H,05-10-2014,332065474,13-10-2014,4408,90.93,679096.48,400819.44,278277.04,2014
1128,Europe,Household,Online,H,15-11-2016,713009965,16-12-2016,4348,502.54,2905637.96,2185043.92,720594.04,2016
1129,Sub-Saharan Africa,Baby Food,Offline,M,18-06-2017,976139819,22-07-2017,319,159.42,81434.32,50854.98,30579.34,2017
1130,Europe,Baby Food,Online,M,24-10-2016,569941365,26-11-2016,7170,159.42,1830357.6,1143041.4,687316.2,2016
1131,Sub-Saharan Africa,Cereal,Online,C,27-06-2012,813213431,31-07-2012,6781,117.11,1394851.7,794122.91,600728.79,2012
1132,Europe,Household,Online,H,09-09-2010,845067346,13-09-2010,3062,502.54,2046242.74,1538777.48,507465.26,2010
1133,Europe,Fruits,Offline,M,24-11-2014,774926936,27-11-2014,6956,6.92,64899.48,48135.52,16763.96,2014
1134,Sub-Saharan Africa,Beverages,Online,L,04-07-2014,332528531,22-08-2014,1437,31.79,68185.65,45682.23,22503.42,2014
1135,Europe,Baby Food,Online,H,06-05-2011,217920958,25-06-2011,6509,159.42,1661617.52,1037664.78,623952.74,2011
1136,Central America and the Caribbean,Personal Care,Offline,H,14-11-2015,751465547,12-12-2015,4209,56.67,344001.57,238524.03,105477.54,2015
1137,Europe,Clothes,Online,C,06-02-2013,523836123,22-03-2013,3605,35.84,393954.4,129203.2,264751.2,2013
1138,Europe,Vegetables,Online,C,06-11-2011,446019017,25-11-2011,5794,90.93,892623.64,526848.42,365775.22,2011
1139,Asia,Office Supplies,Offline,H,13-08-2010,599313056,29-08-2010,8906,524.96,5799676.26,4675293.76,1124382.5,2010
1140,Middle East and North Africa,Personal Care,Online,M,20-07-2016,685329568,29-07-2016,3104,56.67,253689.92,175903.68,77786.24,2016
1141,Europe,Clothes,Online,H,14-05-2011,475992381,26-05-2011,5578,35.84,609563.84,199915.52,409648.32,2011
1142,Sub-Saharan Africa,Meat,Offline,M,12-09-2015,263537824,13-09-2015,5553,364.69,2342755.17,2025123.57,317631.6,2015
1143,Europe,Office Supplies,Offline,C,01-03-2017,410514724,10-04-2017,9284,524.96,6045833.64,4873728.64,1172105,2017
1144,Sub-Saharan Africa,Beverages,Offline,M,12-01-2012,899784409,18-01-2012,5057,31.79,239954.65,160762.03,79192.62,2012
1145,Sub-Saharan Africa,Personal Care,Online,H,22-07-2016,884520709,09-08-2016,8189,56.67,669286.97,464070.63,205216.34,2016
1146,Europe,Personal Care,Offline,C,14-03-2010,938209950,16-03-2010,6028,56.67,492668.44,341606.76,151061.68,2010
1147,Sub-Saharan Africa,Fruits,Online,M,19-02-2015,804650962,20-03-2015,2956,6.92,27579.48,20455.52,7123.96,2015
1148,Europe,Clothes,Offline,H,27-09-2016,747955071,25-10-2016,5382,35.84,588144.96,192890.88,395254.08,2016
1149,Sub-Saharan Africa,Vegetables,Offline,C,24-10-2012,202546107,10-11-2012,6749,90.93,1039750.94,613686.57,426064.37,2012
1150,Europe,Clothes,Offline,L,14-05-2017,923160398,15-06-2017,2531,35.84,276587.68,90711.04,185876.64,2017
1151,Sub-Saharan Africa,Fruits,Online,C,25-05-2011,234846770,06-07-2011,5233,6.92,48823.89,36212.36,12611.53,2011
1152,Australia and Oceania,Office Supplies,Offline,L,29-10-2014,482966554,28-11-2014,9391,524.96,6115513.11,4929899.36,1185613.75,2014
1153,Asia,Fruits,Online,L,30-07-2014,483193576,18-08-2014,6572,6.92,61316.76,45478.24,15838.52,2014
1154,Asia,Vegetables,Online,C,07-10-2013,471514165,23-11-2013,374,90.93,57618.44,34007.82,23610.62,2013
1155,Europe,Office Supplies,Online,H,20-10-2012,754227149,24-11-2012,1429,524.96,930579.09,750167.84,180411.25,2012
1156,Europe,Baby Food,Offline,L,24-02-2013,357943856,17-03-2013,2396,159.42,611650.88,381970.32,229680.56,2013
1157,Sub-Saharan Africa,Personal Care,Offline,H,23-07-2013,179588115,23-08-2013,2969,56.67,242656.37,168253.23,74403.14,2013
1158,Asia,Meat,Offline,H,02-11-2013,736396253,05-11-2013,4870,364.69,2054604.3,1776040.3,278564,2013
1159,Europe,Cosmetics,Online,M,28-01-2011,815917098,13-02-2011,6856,263.33,2997443.2,1805390.48,1192052.72,2011
1160,Europe,Clothes,Offline,L,02-01-2011,626011979,11-01-2011,9711,35.84,1061218.08,348042.24,713175.84,2011
1161,North America,Personal Care,Offline,L,16-08-2016,444854724,26-08-2016,1253,56.67,102407.69,71007.51,31400.18,2016
1162,Sub-Saharan Africa,Meat,Offline,L,13-11-2016,170931661,25-11-2016,1332,364.69,561957.48,485767.08,76190.4,2016
1163,Australia and Oceania,Household,Online,M,29-01-2013,673041617,15-03-2013,6826,502.54,4561611.02,3430338.04,1131272.98,2013
1164,Europe,Baby Food,Online,M,01-04-2015,640295922,03-04-2015,6647,159.42,1696846.16,1059664.74,637181.42,2015
1165,Central America and the Caribbean,Vegetables,Offline,H,30-06-2015,632118403,15-07-2015,6737,90.93,1037902.22,612595.41,425306.81,2015
1166,Sub-Saharan Africa,Office Supplies,Online,L,29-07-2014,828245389,27-08-2014,5071,524.96,3302285.91,2662072.16,640213.75,2014
1167,Sub-Saharan Africa,Cereal,Offline,M,12-07-2010,578725707,09-08-2010,6652,117.11,1368316.4,779015.72,589300.68,2010
1168,Europe,Snacks,Online,C,11-01-2010,653920686,18-01-2010,8517,97.44,1299523.86,829896.48,469627.38,2010
1169,Europe,Fruits,Online,M,10-01-2017,994504153,13-01-2017,4734,6.92,44168.22,32759.28,11408.94,2017
1170,Asia,Household,Online,C,28-10-2013,261462438,10-11-2013,1400,502.54,935578,703556,232022,2013
1171,Sub-Saharan Africa,Household,Online,M,15-04-2010,786094367,08-05-2010,1647,502.54,1100640.69,827683.38,272957.31,2010
1172,Europe,Meat,Offline,M,09-05-2017,920011270,12-06-2017,634,364.69,267478.26,231213.46,36264.8,2017
1173,North America,Vegetables,Offline,C,09-12-2012,885136973,11-01-2013,555,90.93,85503.3,50466.15,35037.15,2012
1174,Europe,Vegetables,Online,M,25-11-2013,523707807,16-12-2013,5633,90.93,867819.98,512208.69,355611.29,2013
1175,Sub-Saharan Africa,Household,Offline,M,24-08-2011,648272597,02-10-2011,7122,502.54,4759418.94,3579089.88,1180329.06,2011
1176,Europe,Fruits,Online,L,17-10-2013,791692674,24-11-2013,8310,6.92,77532.3,57505.2,20027.1,2013
1177,Middle East and North Africa,Baby Food,Offline,M,05-02-2010,557141864,16-02-2010,9513,159.42,2428478.64,1516562.46,911916.18,2010
1178,Sub-Saharan Africa,Household,Online,M,06-02-2014,968106496,17-02-2014,3080,502.54,2058271.6,1547823.2,510448.4,2014
1179,Middle East and North Africa,Fruits,Offline,M,22-11-2013,418385398,24-12-2013,8392,6.92,78297.36,58072.64,20224.72,2013
1180,Sub-Saharan Africa,Fruits,Online,C,14-10-2013,522089898,11-11-2013,6858,6.92,63985.14,47457.36,16527.78,2013
1181,Sub-Saharan Africa,Vegetables,Online,L,14-05-2015,263643825,29-06-2015,6921,90.93,1066249.26,629326.53,436922.73,2015
1182,Asia,Baby Food,Offline,C,16-09-2013,947783505,27-10-2013,9056,159.42,2311815.68,1443707.52,868108.16,2013
1183,Middle East and North Africa,Household,Offline,L,26-04-2016,349557769,06-05-2016,767,502.54,512563.09,385448.18,127114.91,2016
1184,Middle East and North Africa,Clothes,Offline,H,14-08-2016,364327943,26-08-2016,1589,35.84,173645.92,56949.76,116696.16,2016
1185,Sub-Saharan Africa,Personal Care,Online,M,18-11-2012,257767856,03-01-2013,8092,56.67,661359.16,458573.64,202785.52,2012
1186,Europe,Vegetables,Online,C,07-01-2012,715863835,26-01-2012,8872,90.93,1366820.32,806730.96,560089.36,2012
1187,Europe,Cosmetics,Offline,C,23-08-2010,694914710,25-09-2010,9560,263.33,4179632,2517434.8,1662197.2,2010
1188,Sub-Saharan Africa,Baby Food,Offline,M,04-01-2014,571531808,22-02-2014,7818,159.42,1995779.04,1246345.56,749433.48,2014
1189,Central America and the Caribbean,Cereal,Online,C,31-01-2017,792638957,17-02-2017,8336,117.11,1714715.2,976228.96,738486.24,2017
1190,Europe,Baby Food,Online,M,21-11-2015,525472486,23-11-2015,7840,159.42,2001395.2,1249852.8,751542.4,2015
1191,Sub-Saharan Africa,Snacks,Offline,H,19-04-2011,807581222,25-04-2011,85,97.44,12969.3,8282.4,4686.9,2011
1192,Europe,Fruits,Online,L,28-10-2012,496826493,11-12-2012,855,6.92,7977.15,5916.6,2060.55,2012
1193,Central America and the Caribbean,Snacks,Online,C,14-02-2012,321382129,04-03-2012,2969,97.44,453010.02,289299.36,163710.66,2012
1194,Middle East and North Africa,Fruits,Online,M,15-01-2017,629734456,06-03-2017,1274,6.92,11886.42,8816.08,3070.34,2017
1195,Europe,Cereal,Online,L,01-01-2010,940682303,09-02-2010,7652,117.11,1574016.4,896125.72,677890.68,2010
1196,Australia and Oceania,Personal Care,Offline,C,08-05-2012,393336999,14-05-2012,6014,56.67,491524.22,340813.38,150710.84,2012
1197,Middle East and North Africa,Fruits,Offline,C,04-06-2012,897122371,13-06-2012,7300,6.92,68109,50516,17593,2012
1198,Europe,Fruits,Offline,C,06-10-2014,381774747,23-10-2014,4486,6.92,41854.38,31043.12,10811.26,2014
1199,Middle East and North Africa,Baby Food,Online,M,14-08-2013,447342956,21-09-2013,7576,159.42,1934001.28,1207765.92,726235.36,2013
1200,Asia,Vegetables,Online,M,18-11-2011,514188325,02-01-2012,8607,90.93,1325994.42,782634.51,543359.91,2011
1201,Sub-Saharan Africa,Meat,Online,H,14-04-2017,972984683,30-05-2017,6644,364.69,2803037.16,2423000.36,380036.8,2017
1202,Europe,Vegetables,Online,H,02-12-2015,934718358,16-12-2015,2789,90.93,429673.34,253603.77,176069.57,2015
1203,Sub-Saharan Africa,Snacks,Offline,M,12-11-2013,480688178,24-11-2013,5169,97.44,788686.02,503667.36,285018.66,2013
1204,Middle East and North Africa,Household,Online,C,13-09-2010,212505471,28-09-2010,3946,502.54,2636993.42,1983022.84,653970.58,2010
1205,Australia and Oceania,Clothes,Online,M,05-11-2010,802094066,10-12-2010,6313,35.84,689884.64,226257.92,463626.72,2010
1206,Europe,Meat,Offline,C,23-03-2012,741690289,10-05-2012,1494,364.69,630303.66,544846.86,85456.8,2012
1207,Europe,Clothes,Offline,L,12-01-2010,393842971,31-01-2010,5742,35.84,627485.76,205793.28,421692.48,2010
1208,Central America and the Caribbean,Snacks,Online,M,04-09-2015,641413438,30-09-2015,7345,97.44,1120700.1,715696.8,405003.3,2015
1209,Sub-Saharan Africa,Cosmetics,Offline,M,13-02-2015,637575519,21-03-2015,1619,263.33,707826.8,426331.27,281495.53,2015
1210,Asia,Cosmetics,Offline,M,18-07-2010,955815541,13-08-2010,5914,263.33,2585600.8,1557333.62,1028267.18,2010
1211,Sub-Saharan Africa,Cereal,Online,H,21-07-2016,439932334,06-08-2016,4609,117.11,948071.3,539759.99,408311.31,2016
1212,Sub-Saharan Africa,Baby Food,Offline,H,12-12-2010,254037225,18-01-2011,4115,159.42,1050477.2,656013.3,394463.9,2010
1213,Australia and Oceania,Cosmetics,Online,M,31-03-2014,732554042,05-04-2014,7875,263.33,3442950,2073723.75,1369226.25,2014
1214,Sub-Saharan Africa,Office Supplies,Online,M,03-03-2010,930219113,10-03-2010,1362,524.96,886948.02,714995.52,171952.5,2010
1215,Sub-Saharan Africa,Beverages,Online,H,01-01-2010,872081267,12-01-2010,7081,31.79,335993.45,225104.99,110888.46,2010
1216,Middle East and North Africa,Office Supplies,Offline,H,16-12-2010,203501832,18-12-2010,9569,524.96,6231428.49,5023342.24,1208086.25,2010
1217,Sub-Saharan Africa,Clothes,Online,L,03-02-2015,440154635,06-02-2015,393,35.84,42947.04,14085.12,28861.92,2015
1218,Sub-Saharan Africa,Personal Care,Online,M,21-05-2010,918026006,09-07-2010,3151,56.67,257531.23,178567.17,78964.06,2010
1219,Europe,Household,Offline,H,21-05-2012,143414771,03-06-2012,8473,502.54,5662251.71,4258021.42,1404230.29,2012
1220,Asia,Vegetables,Offline,M,28-12-2014,742932260,30-01-2015,9020,90.93,1389621.2,820188.6,569432.6,2014
1221,Central America and the Caribbean,Vegetables,Offline,L,10-12-2016,913502299,14-01-2017,4485,90.93,690959.1,407821.05,283138.05,2016
1222,Europe,Snacks,Offline,C,26-06-2010,272361218,03-07-2010,6592,97.44,1005807.36,642324.48,363482.88,2010
1223,Central America and the Caribbean,Vegetables,Offline,C,04-06-2015,307057845,02-07-2015,4095,90.93,630875.7,372358.35,258517.35,2015
1224,Asia,Beverages,Online,C,07-10-2014,325453507,12-11-2014,7780,31.79,369161,247326.2,121834.8,2014
1225,Sub-Saharan Africa,Baby Food,Online,L,10-07-2011,605722033,20-07-2011,5465,159.42,1395105.2,871230.3,523874.9,2011
1226,Europe,Vegetables,Online,M,01-05-2017,146349751,13-06-2017,6999,90.93,1078265.94,636419.07,441846.87,2017
1227,Asia,Fruits,Online,C,30-10-2010,716135489,13-11-2010,9260,6.92,86395.8,64079.2,22316.6,2010
1228,Europe,Meat,Offline,C,22-02-2017,104190576,12-03-2017,1162,364.69,490236.18,423769.78,66466.4,2017
1229,Asia,Baby Food,Offline,M,04-04-2013,669938838,10-05-2013,8645,159.42,2206895.6,1378185.9,828709.7,2013
1230,Australia and Oceania,Office Supplies,Offline,L,26-01-2015,793116605,07-02-2015,9683,524.96,6305666.43,5083187.68,1222478.75,2015
1231,Asia,Household,Offline,M,15-01-2013,723772704,15-02-2013,9282,502.54,6202882.14,4664576.28,1538305.86,2013
1232,Europe,Cereal,Online,C,06-11-2013,332268464,14-12-2013,4477,117.11,920918.9,524301.47,396617.43,2013
1233,Europe,Meat,Online,M,15-11-2013,459277713,04-12-2013,9336,364.69,3938765.04,3404745.84,534019.2,2013
1234,Europe,Fruits,Offline,L,24-07-2010,665786778,15-08-2010,9958,6.92,92908.14,68909.36,23998.78,2010
1235,Asia,Household,Online,M,10-10-2013,583094489,13-11-2013,9472,502.54,6329853.44,4760058.88,1569794.56,2013
1236,Sub-Saharan Africa,Cereal,Offline,M,27-09-2011,362812173,30-09-2011,3039,117.11,625122.3,355897.29,269225.01,2011
1237,Central America and the Caribbean,Snacks,Online,C,28-08-2012,226863658,16-09-2012,2853,97.44,435310.74,277996.32,157314.42,2012
1238,Europe,Baby Food,Online,L,01-09-2010,917485272,03-10-2010,3136,159.42,800558.08,499941.12,300616.96,2010
1239,Europe,Personal Care,Offline,L,28-04-2012,547225844,30-05-2012,5143,56.67,420337.39,291453.81,128883.58,2012
1240,Sub-Saharan Africa,Household,Offline,M,06-02-2010,448946702,28-02-2010,2161,502.54,1444131.47,1085988.94,358142.53,2010
